SYMBOL	lengths
LINC02698	574
LOC105369519	1108
LOC105369520	4476
NECTIN1-AS1	559
LOC105369526	1126
LOC105369527	1373
LINC02744	2590
SORL1-AS1	3357
LINC02727	2288
LOC105369543	2254
CCDC15-DT	5213
LOC105369549	645
STT3A-AS1	429
HP11014	509
LOC105369558	462
LOC105369559	566
LOC105369562	2826
LINC02725	6664
LINC02098	1660
LOC105369568	2089
LOC105369576	2084
LINC02706	6108
LINC02697	762
LINC02717	3745
LINC02684	2311
LOC105369591	2852
LOC105369592	3202
LOC105369593	1172
LOC105369595	373
LINC02455	496
LOC105369602	1374
LINC02827	4901
PARP11-AS1	4883
LOC105369611	1653
LOC105369614	5136
LOC105369617	1640
LOC105369618	1405
LOC105369632	404
MIR200CHG	350
LINC02390	560
LOC105369668	627
LOC105369669	1258
LOC105369673	1217
LINC02378	2395
LINC02468	2114
LOC105369685	483
LOC105369689	1034
LOC105369690	446
ETNK1-DT	862
LOC105369692	2049
LOC105369699	451
LOC105369705	2031
LOC105369714	349
LINC02386	2183
LINC02422	2145
LOC105369728	1488
LINC02406	2884
LINC02471	1990
LOC105369735	4752
LOC105369736	356
LINC02451	811
LINC02450	3890
LINC02461	836
LOC105369743	2557
LOC105369744	725
LOC105369746	663
RPAP3-DT	8305
LOC105369750	3112
DDN-AS1	5230
LOC105369759	992
LOC105369760	5530
SMUG1-AS1	4526
CD63-AS1	1443
LOC105369780	300
LOC105369783	610
LINC02403	932
LRIG3-DT	1088
LINC02448	583
LOC105369793	4425
LOC105369798	595
LOC105369803	712
RASSF3-DT	254
LOC105369806	1098
LINC02454	3060
LOC105369808	1500
LINC02425	376
LOC105369812	712
LINC02442	574
LOC105369820	3099
LINC02373	423
LINC02821	578
LOC105369827	12495
LOC105369832	246
LINC02445	680
LINC02394	2814
LOC105369844	2202
LNCOG	2834
LOC105369850	386
LOC105369853	748
LINC02464	1059
LINC02424	1264
LOC105369863	716
PPP1R12A-AS2	354
PPP1R12A-AS1	3234
LINC02820	519
LOC105369885	653
LOC105369890	2134
LINC02399	400
LINC02392	4721
LOC105369895	872
LINC02823	3427
LINC02404	2730
LINC02413	1621
LOC105369907	1279
LOC105369908	3657
LOC105369911	540
LOC105369915	3037
LOC105369917	3397
LINC02410	393
SNRPF-DT	1429
LINC02452	2982
LINC02409	576
LOC105369937	699
LINC02456	1323
LOC105369946	468
LINC02385	428
LOC105369950	1674
KCCAT198	549
LOC105369968	2760
FIGNL2-DT	427
LOC105369980	5150
LINC02356	544
LOC105369989	664
LOC105369995	1011
LINC02459	474
LOC105369999	1328
UBD	6834
LOC105370002	960
LINC02463	497
LINC02460	536
LINC02423	1976
LINC02440	1045
LINC02439	904
LOC105370022	607
LOC105370024	577
LOC105370025	501
LOC105370026	795
LOC105370027	2204
LOC105370034	413
LOC105370035	434
LOC105370042	1299
LOC105370047	1717
LINC02826	8479
LINC02350	2281
LINC02824	4792
LOC105370061	1890
LOC105370062	1436
LINC02376	2148
LOC105370067	1395
LINC02441	552
LINC02419	1713
LINC02414	2064
LOC105370103	1041
LOC105370105	1230
LOC105370115	1806
LOC105370117	1867
LOC105370118	909
LINC02340	1126
LOC105370128	1022
LOC105370129	4592
LINC00385	1132
LOC105370145	337
LOC105370150	565
LOC105370152	1715
LINC02344	644
LINC02343	3017
LOC105370159	1337
LOC105370169	20674
LOC105370174	8273
LINC02341	1870
LOC105370181	3915
LINC00390	13588
LOC105370188	315
LINC00345	2090
LOC105370224	2230
LOC105370232	772
LINC01052	1451
LOC105370243	549
LOC105370248	2101
LINC02342	461
LOC105370259	22021
LOC105370264	1772
LOC105370266	2333
LOC105370275	5485
LOC105370278	964
LOC105370281	382
LOC105370290	1362
LOC105370295	1126
LOC105370299	1236
LINC00373	561
LINC01040	666
LINC02336	330
LOC105370315	1067
LOC105370317	574
LOC105370324	692
LOC105370327	7736
PCCA-DT	2293
LOC105370335	1204
LOC105370337	867
LOC105370339	1912
LOC105370340	1486
LOC105370344	271
LOC105370348	3212
LOC105370355	3671
LINC00370	1628
LOC105370360	518
LOC105370364	720
LINC02337	374
LOC105370399	781
LINC02332	386
LOC105370401	17086
OXA1L-DT	4982
LOC105370409	12174
LINC02286	1634
LOC105370420	568
LINC02300	665
LINC02281	455
LINC02282	5510
LINC02326	3575
LOC105370429	1115
G2E3-AS1	873
LOC105370436	975
NUBPL-DT	718
LOC105370438	853
LINC02313	550
EGLN3-AS1	308
LOC105370452	886
LOC105370455	2613
LOC105370456	1149
SEC23A-AS1	500
LOC105370460	1178
LOC105370461	8392
LOC105370462	5278
LOC105370463	869
LOC105370467	5127
LRFN5-DT	5463
LOC105370470	697
LINC02307	889
LOC105370473	1756
PRPF39-DT	849
LOC105370475	548
LOC105370476	645
LINC02303	2628
LOC105370489	392
LINC02310	572
LOC105370497	467
LINC02319	349
LOC105370500	16810
LOC105370502	4314
LINC02331	2312
LOC105370504	13176
FBXO34-AS1	2098
LOC105370515	695
LOC105370516	2000
LOC105370518	3421
TOMM20L-DT	399
PCNX4-DT	572
LOC105370525	8571
HIF1A-AS3	2065
LOC105370531	2171
LOC105370532	1885
LINC02290	20646
LOC105370542	459
LOC105370546	537
LOC105370547	3097
GALNT16-AS1	4577
LOC105370557	4683
RBM25-AS1	1000
LOC105370575	520
LOC105370577	540
LINC01629	581
LOC105370583	551
LOC105370586	656
LOC105370588	1116
LOC105370589	354
LOC105370596	869
LOC105370600	1192
LINC02329	1859
LINC02309	207
LINC02296	544
LINC02330	555
LOC105370612	628
LOC105370614	905
LOC105370616	1318
LOC105370622	1954
LINC02321	955
LOC105370624	3082
CCDC88C-DT	303
LINC02833	7136
LOC105370645	1694
LINC02299	2864
LINC02304	445
LOC105370650	899
LINC02295	374
LOC105370654	704
LOC105370655	542
LOC105370664	1505
LOC105370670	4080
LINC02320	454
LINC02323	1603
LINC00677	813
LOC105370689	4235
LOC105370690	582
KIF26A-DT	462
LOC105370728	637
PWRN4	3737
LOC105370733	1176
LINC02250	6938
ATP10A-DT	729
LOC105370740	1406
LOC105370741	380
LOC105370752	2522
SCG5-AS1	1786
LINC02252	1409
LOC105370764	2047
LOC105370769	4706
LOC105370772	4714
LOC105370775	3218
LOC105370777	1378
LOC105370780	4006
LOC105370781	2732
LOC105370783	9793
LOC105370784	1298
LOC105370787	864
LOC105370791	4663
LOC105370792	28418
VPS39-DT	1054
LOC105370802	2761
LOC105370804	472
LOC105370805	4308
CTXN2-AS1	4693
FBN1-DT	1943
LOC105370821	1048
LINC02490	601
LOC105370826	915
LOC105370829	1029
LOC105370832	3182
LOC105370833	596
LOC105370834	3390
LOC105370838	401
LOC105370844	1535
LOC105370846	1997
LOC105370854	8539
LOC105370866	1010
DIS3L-AS1	578
LOC105370873	1212
LINC02205	239
LOC105370887	3148
TMEM202-AS1	723
LOC105370890	639
LINC02255	398
LOC105370906	1399
DNAJA4-DT	771
LOC105370913	1125
LOC105370921	1644
LOC105370922	1514
LOC105370939	1831
LOC105370941	3047
LOC105370943	2276
LOC105370947	5420
LOC105370954	351
LOC105370956	1914
LOC105370960	571
IDH2-DT	652
LOC105370969	1660
LOC105370973	592
LOC105370982	15799
LINC02852	775
LOC105370990	4650
LOC105370991	4331
LOC105370993	3670
LOC105370994	13661
LOC105370997	1068
LOC105370998	1635
LOC105371006	1138
LOC105371007	1293
LINC02251	11197
LOC105371010	3889
LINC02351	3071
SYNM-AS1	588
LINC02244	521
LOC105371022	2393
LOC105371024	643
LOC105371026	2441
PCSK6-AS1	639
LOC105371030	334
LOC105371038	389
PERCC1	1926
LOC105371046	485
LINC02124	968
LOC105371049	982
LOC105371050	1188
LOC105371055	510
LOC105371058	3932
LOC105371059	781
LOC105371062	318
LINC02164	672
LOC105371067	1062
LOC105371070	3263
USP7-AS1	427
LOC105371076	488
LOC105371077	179
LOC105371079	483
LOC105371080	1066
LOC105371082	2984
LOC105371083	1219
RSL1D1-DT	562
LOC105371085	563
LOC105371087	764
LOC105371089	927
LOC105371090	786
LOC105371091	443
LOC105371095	1158
LOC105371098	258
LOC105371103	263
LINC02858	1489
LOC105371114	2345
LOC105371115	1718
LOC105371119	753
LOC105371120	929
LOC105371129	1157
MFSD13B	1876
LINC02194	454
LOC105371143	6510
LINC02191	1458
LINC02195	294
LINC02129	692
LINC02190	3012
STUB1-DT	730
LOC105371197	2463
LOC105371200	2161
LOC105371203	1427
LOC105371204	1086
LOC105371209	494
LOC105371214	2502
LOC105371225	4028
LINC01731	420
LOC105371227	5952
LINC02804	3783
LINC02134	1279
LOC105371240	3765
LOC105371241	7741
PPIAL4H	660
LOC105371244	2067
LOC105371245	571
LINC02178	425
LOC105371251	814
LINC02168	352
LOC105371256	4389
LIX1L-AS1	5652
LOC105371261	3180
LOC105371264	8907
LOC105371265	1916
LOC105371267	2072
LOC105371269	1026
LOC105371272	1060
LINC02183	1732
LOC105371275	5496
LOC105371276	375
LOC105371278	918
LOC105371281	852
NUP93-DT	2351
LINC02137	1980
LOC105371296	1444
LOC105371307	3816
LOC105371308	3225
LOC105371310	548
LOC105371332	1211
LOC105371335	440
LOC105371342	453
LOC105371343	320
CPHXL	1359
LOC105371347	1939
LOC105371348	3151
LOC105371349	590
LINC02131	419
LOC105371356	16640
LOC105371357	978
LOC105371361	496
LOC105371363	1395
LOC105371366	7460
LOC105371368	966
LOC105371371	3241
LOC105371372	584
ATP2C2-AS1	2998
LINC02176	598
LOC105371388	2002
LOC105371401	3691
LOC105371414	3194
LINC02166	721
LINC02193	9981
LOC105371427	5198
LOC105371430	3376
LOC105371433	1639
THBS3-AS1	2990
LOC105371452	220
BCAN-AS1	758
LINC02772	3711
LOC105371458	1574
LINC02819	853
LOC105371468	635
LOC105371470	523
NECTIN4-AS1	1109
LOC105371475	2508
ABR-AS1	470
LOC105371485	4053
LOC105371486	560
LOC105371490	303
LOC105371492	874
LINC01975	549
DHX33-DT	398
LOC105371508	990
LOC105371509	756
LOC105371520	465
LOC105371540	875
LINC02093	675
LOC105371557	1233
LOC105371559	415
TBC1D26-AS1	1230
LMX1A-AS2	692
LINC02090	400
SMCR2	564
LOC105371573	609
LOC105371574	6344
LOC105371578	730
LOC105371580	353
LINC02088	620
FAM78B-AS1	594
LOC105371589	396
LINC01675	2595
LOC105371592	443
LINC02002	5165
LOC105371597	5249
LOC105371600	452
LINC01681	5506
LOC105371611	9385
RC3H1-DT	335
LOC105371623	847
LOC105371634	601
LINC02816	818
LINC01688	259
LOC105371648	3414
GS1-204I12.4	2253
LOC105371655	877
LOC105371658	602
LINC01680	299
LOC105371662	2700
LOC105371664	3370
LOC105371665	3342
LOC105371667	1159
LOC105371672	18235
LINC01724	1094
LOC105371677	2417
LOC105371679	2070
LOC105371689	776
LOC105371692	2902
LOC105371702	1155
LINC01992	7142
LOC105371716	495
LOC105371722	492
LOC105371723	4018
LOC105371729	2678
LOC105371730	1599
LOC105371731	568
LOC105371732	326
LOC105371734	927
LOC105371735	5674
LOC105371737	557
LOC105371739	4177
SNHG30	5548
LOC105371745	1324
LOC105371747	741
LOC105371750	2903
LOC105371753	1785
LOC105371756	1810
LOC105371757	956
LOC105371762	563
LINC02079	294
LOC105371767	1146
LOC105371768	573
LOC105371776	265
LOC105371777	516
RAB5C-AS1	425
LINC02594	1476
LOC105371787	832
LOC105371789	359
LOC105371792	455
LOC105371795	2053
LINC01974	494
SKAP1-AS2	1752
LINC02086	6463
LOC105371811	532
LOC105371814	738
LOC105371818	547
LOC105371824	2568
LINC02073	9452
LINC01982	308
LINC02089	682
LOC105371833	590
LOC105371840	3048
LOC105371841	2852
LOC105371848	401
HEATR6-DT	699
LOC105371855	11525
LOC105371856	524
LOC105371857	491
LOC105371873	384
LOC105371880	584
LOC105371887	889
LOC105371888	1021
SLC9A3R1-AS1	565
LOC105371894	4356
LOC105371899	982
SEPTIN9-DT	2888
LOC105371910	792
LOC105371912	1442
LINC01977	2606
LOC105371925	5131
LOC105371936	1089
NARF-AS2	1376
LOC105371942	318
LOC105371952	4176
LOC105371953	4236
LOC105371954	4827
LOC105371956	8965
LOC105371958	758
LOC105371959	2543
LOC105371963	568
LINC01895	4459
LOC105371967	2646
LINC01892	4942
LOC105371972	658
LOC105371985	1129
LOC105371986	2832
LOC105371988	1251
LOC105371989	1514
LOC105371990	855
LINC01928	504
LOC105371998	1268
LOC105372003	2551
LINC01906	499
LOC105372023	1434
LOC105372026	3688
LOC105372028	18970
LINC01894	4719
LOC105372035	1662
LINC01908	555
LOC105372038	4213
LOC105372040	922
LOC105372041	2445
LOC105372042	812
LOC105372045	1337
LOC105372046	1974
LOC105372055	1661
LOC105372058	2127
LOC105372059	558
LOC105372061	1976
LOC105372066	827
LOC105372068	849
LOC105372069	688
LOC105372072	2717
LINC01902	23286
LINC01901	1115
LOC105372082	1281
LOC105372083	1257
LOC105372091	761
LOC105372092	1017
LOC105372093	731
ST8SIA5-DT	9277
LOC105372098	200
ZBTB7C-AS1	2218
LOC105372107	930
LOC105372108	352
LOC105372121	498
TCF4-AS1	396
LOC105372130	2501
LOC105372131	1635
LOC105372132	3335
LINC02565	478
LOC105372141	3146
LOC105372143	709
LOC105372145	335
LOC105372146	792
LINC01926	1008
LOC105372155	1314
LOC105372156	1920
LOC105372165	1609
LOC105372173	827
LINC01912	1719
LOC105372178	483
LOC105372179	347
LOC105372180	4806
LOC105372187	1709
LOC105372188	5720
LOC105372200	4884
LOC105372201	1022
LOC105372202	954
LINC01893	2382
LOC105372209	4571
LOC105372210	594
LOC105372217	1945
LOC105372218	4273
LOC105372224	702
LOC105372228	585
MADCAM1-AS1	850
BSG-AS1	2010
LOC105372240	461
LOC105372244	834
LOC105372255	1430
NFILZ	2260
LOC105372268	2713
LOC105372269	2584
LOC105372272	918
LOC105372273	569
HSPC102	1055
LINC02926	543
LOC105372279	533
GNG14	425
LOC105372281	739
LINC01841	1096
LINC01764	4347
LINC01855	396
LOC105372308	395
LOC105372310	9514
LOC105372316	1491
LOC105372317	811
LOC105372318	628
LOC105372319	4348
LOC105372321	11813
LOC105372331	320
LOC105372334	208
LOC105372337	1444
LOC105372345	9465
LOC105372347	1568
LOC105372348	1229
UQCRFS1-DT	2267
LOC105372358	5059
LINC02841	951
LINC01837	13489
LOC105372368	516
LOC105372371	1805
LOC105372377	8192
LOC105372383	1100
LOC105372390	572
LOC105372394	2134
MAP4K1-AS1	1032
LOC105372399	440
LOC105372401	2904
LOC105372404	3096
LOC105372412	1703
ZNF222-DT	1608
GEMIN7-AS1	6179
LOC105372421	4304
LOC105372424	945
LOC105372427	407
ZNF114-AS1	437
LOC105372432	584
LOC105372435	520
LOC105372436	917
LOC105372437	235
LOC105372439	380
LOC105372440	662
LOC105372441	392
LOC105372442	3410
LINC01872	1874
LOC105372446	559
MYADM-AS1	439
LOC105372471	607
LOC105372473	12813
ZNF460-AS1	3040
LOC105372480	15401
ERVK3-1	8045
ZNF8-DT	2708
ZNF497-AS1	3498
SERTAD3-AS1	558
LOC105372493	2363
LOC105372496	1214
LOC105372502	934
LOC105372513	809
LINC01713	2401
TMX4-AS1	7190
LOC105372522	3960
LOC105372523	540
LOC105372524	2846
LOC105372535	928
LOC105372545	1610
ZNF133-AS1	4088
LOC105372551	340
LINC00237	3927
LOC105372558	1681
LOC105372560	439
LOC105372563	1535
LINC01747	6853
LOC105372571	431
NXT1-AS1	814
LOC105372573	3395
LOC105372574	1420
LOC105372577	602
LOC105372582	1939
FAM242A	4107
BCL2L1-AS1	374
LOC105372606	1347
LINC01746	1534
LOC105372614	3360
LOC105372622	417
LINC01728	524
R3HDML-AS1	1139
LOC105372630	798
LOC105372631	5582
LOC105372632	1607
LOC105372637	3836
LOC105372639	2858
LOC105372640	649
LOC105372645	642
LOC105372648	366
LOC105372649	4398
LOC105372656	989
LOC105372664	405
LOC105372666	26129
LOC105372668	1339
LOC105372669	542
LOC105372672	381
LOC105372675	649
LOC105372676	977
LINC01716	698
LOC105372685	1256
LOC105372698	689
LOC105372699	5103
LOC105372703	14437
LOC105372710	2106
WI2-87327B8.2	3742
LOC105372719	632
KCNQ2-AS1	1578
LOC105372725	376
LOC105372727	561
LINC01666	1026
LOC105372733	1485
LOC105372738	764
LINC01683	1404
LOC105372749	1314
LOC105372750	911
LINC01684	16722
LOC105372753	3729
LOC105372760	361
LOC105372762	2603
LINC01673	3057
MRAP-AS1	582
LOC105372791	2643
LOC105372793	5529
LOC105372802	950
PCSEAT	2413
LOC105372809	768
CH507-9B2.8	479
DNMT3L-AS1	523
LOC105372836	967
LINC01694	8568
LOC105372842	2198
LOC105372850	1500
LOC105372859	866
LOC105372860	2097
LOC105372873	772
DYRK3-AS1	2165
LINC02767	7440
LOC105372887	855
LINC02769	285
LINC01717	2628
LINC01774	595
LOC105372895	1739
LOC105372896	3116
LINC01696	1619
LOC105372898	1291
LOC105372906	1727
LINC02771	1163
LINC02775	2074
LOC105372912	1289
USH2A-AS1	699
LOC105372922	702
LINC01710	1103
LOC105372926	1902
LINC02779	814
FAM247A	358
LOC105372937	1297
LINC01651	916
LINC02257	1095
LINC02557	954
LOC105372956	1540
LOC105372957	612
MYO18B-AS1	14617
LOC105372969	593
LOC105372971	2757
LINC02559	188
SEZ6L-AS1	535
LINC01638	2670
LOC105372980	856
LOC105372984	3827
LOC105372988	2210
LOC105372990	1978
LOC105372998	1561
LINC02558	1852
SYN3-AS1	457
LINC01640	3389
LL22NC03-13G6.2	6178
LINC01643	7794
CACNG2-DT	2750
LOC105373029	620
LOC105373030	881
LOC105373032	4275
LOC105373044	365
SCUBE1-AS2	531
LINC01639	951
LOC105373063	749
LOC105373077	434
LOC105373085	13692
LOC105373095	640
LOC105373100	2030
LOC105373105	2162
CNIH3-AS1	2077
LOC105373108	1750
LINC02765	6972
LINC01703	2936
LOC105373116	605
LOC105373122	951
LOC105373125	909
LOC105373137	13070
LOC105373138	544
LINC01456	708
LOC105373146	5795
LOC105373148	672
LOC105373150	8796
LOC105373153	20706
LINC02815	659
LOC105373159	19063
LOC105373162	1595
LOC105373167	878
LOC105373170	11945
LOC105373174	1223
LOC105373175	828
LINC02601	835
LOC105373186	3855
LOC105373191	1955
LINC01745	372
LOC105373204	2211
LOC105373206	452
LOC105373209	1234
LINC02768	190
LOC105373218	1362
LOC105373220	751
LOC105373222	4401
LOC105373224	443
LOC105373230	3942
LOC105373244	1529
FAM236D	627
LOC105373265	447
LOC105373284	747
LOC105373285	555
LOC105373289	16896
LOC105373294	5827
LOC105373299	472
LOC105373323	3351
LOC105373334	351
LOC105373335	2533
LOC105373342	448
LOC105373343	582
LOC105373345	2681
LOC105373346	21377
LOC105373347	1506
LOC105373349	3691
LINC01865	1698
LOC105373352	7895
TMEM18-DT	2369
LOC105373358	2148
IDS2	655
MAGEA4-AS1	2185
LOC105373370	674
LOC105373373	1655
PNMA6F	3294
LOC105373378	591
ECMXP	2589
LOC105373383	554
LOC105373386	341
LOC105373387	332
LOC105373390	15087
LOC105373393	807
LINC01810	1709
LOC105373401	2650
LOC105373406	2431
LOC105373411	565
LOC105373414	965
LOC105373416	2108
LOC105373418	6326
LOC105373422	975
LOC105373428	393
LOC105373429	12862
LOC105373430	781
LOC105373436	2240
LOC105373438	832
LOC105373440	409
LOC105373449	1094
LOC105373454	3223
LOC105373455	626
LOC105373456	1264
LINC01808	6368
LOC105373461	443
LAPTM4A-DT	573
LOC105373480	791
LOC105373496	440
LINC01849	5182
LOC105373508	1431
LOC105373514	700
LINC01796	3431
LINC01935	437
LOC105373522	529
LOC105373524	437
LOC105373525	2228
LOC105373526	2058
LINC01789	1351
LINC01886	9874
LINC01885	3601
LOC105373551	3972
LOC105373552	476
LOC105373553	747
SOCAR	1006
LOC105373559	792
LOC105373560	1632
LOC105373575	896
LOC105373585	6083
LOC105373593	942
LOC105373595	6201
LINC01889	668
LINC01941	1275
LOC105373604	1266
LOC105373608	441
LINC02572	4978
LOC105373616	4111
POTEF-AS1	578
LOC105373623	1614
LOC105373629	3453
LINC01832	1832
SPOPL-DT	1669
LOC105373640	572
LOC105373643	1525
LINC01853	444
ARHGAP15-AS1	2570
LOC105373656	542
LINC01966	821
LOC105373663	1768
LOC105373664	407
LOC105373666	1349
LINC01911	7436
LOC105373678	797
LOC105373682	2385
LINC01817	564
LINC01818	2777
LOC105373686	469
LOC105373689	1314
LOC105373690	4629
LOC105373696	1822
LINC01958	1941
LOC105373709	1027
LOC105373712	862
LOC105373713	545
TANK-AS1	503
LOC105373730	878
LOC105373742	1203
GPR155-DT	1867
LOC105373752	1463
LOC105373757	17765
LOC105373760	8150
PDE11A-AS1	2186
LOC105373766	8155
UBE2E3-DT	265
LOC105373774	1883
LOC105373775	1081
LOC105373780	3465
CALCRL-AS1	1788
STAT4-AS1	733
CAVIN2-AS1	7297
LINC01827	555
LOC105373823	248
ANKRD44-DT	452
LOC105373830	1195
LOC105373831	2134
LOC105373835	1305
LOC105373845	838
LINC01802	523
MYOSLID	6938
LINC01953	717
FN1-DT	131
LINC01614	648
LOC105373873	2879
LOC105373876	430
DIRC3-AS1	16097
TNS1-AS1	2391
LOC105373880	720
DNPEP-AS1	1598
ASIC4-AS1	519
LINC02832	963
LINC01803	798
LOC105373893	754
LOC105373895	4703
LOC105373896	8029
LOC105373899	2543
ACSL3-AS1	537
LOC105373907	1595
LOC105373929	4052
LINC01891	538
LOC105373942	600
LOC105373951	21605
LOC105373953	350
LOC105373958	1890
LOC105373961	982
LINC01937	1270
LOC105373963	539
SNED1-AS1	559
LOC105373973	552
LINC01880	3617
LOC105373980	2301
LINC01918	1727
LOC105373985	3634
LOC105373994	646
LOC105374002	395
LOC105374003	962
LOC105374005	465
LOC105374009	2086
LOC105374010	2145
LOC105374016	4261
LOC105374027	972
LOC105374029	2919
LOC105374034	511
LOC105374038	314
LOC105374039	546
LOC105374040	247
LOC105374042	1346
LOC105374048	1325
LINC02024	3567
LOC105374058	371
LOC105374060	3487
LOC105374063	1093
LOC105374069	8305
LOC105374085	2052
LOC105374088	1392
LOC105374096	1006
LINC02021	3885
LINC02014	713
LOC105374107	1616
LOC105374114	4904
LOC105374116	3301
LOC105374117	1258
LINC02004	294
LOC105374122	13213
LOC105374132	1596
LOC105374134	566
LOC105374136	346
LINC02045	1559
LINC02046	6779
LOC105374150	687
LOC105374155	4170
LINC02066	1160
LOC105374160	523
LOC105374163	474
LINC02006	3294
LOC105374166	1016
LOC105374171	521
LOC105374174	852
LINC02029	11991
LOC105374179	431
LINC01997	1300
MECOM-AS1	535
LOC105374217	4913
LOC105374218	433
LINC02068	3982
LOC105374224	1222
LOC105374235	11937
LOC105374243	1197
LINC01995	1064
ATP11B-DT	1877
EIF2B5-DT	386
LINC02054	5798
LINC01839	1454
LOC105374253	923
LOC105374258	5254
LOC105374259	819
LINC02041	246
LOC105374265	153
LINC01991	1952
LINC02013	3011
LOC105374282	1532
LINC02038	1490
LINC02048	2724
LOC105374292	8434
LINC01972	553
LOC105374301	1472
LOC105374308	2316
LOC105374312	373
LOC105374313	1265
LOC105374317	1146
LOC105374318	3164
LOC105374320	488
LINC01830	1413
LINC02923	1416
LOC105374325	584
LOC105374328	1503
LOC105374329	2442
LOC105374334	2717
LOC105374336	1132
LOC105374338	7956
LOC105374340	1735
LOC105374344	851
LOC105374346	2757
LOC105374352	839
LOC105374353	220
LOC105374354	584
GTF3C2-AS2	3995
LINC02482	6693
LOC105374367	418
LINC02517	6356
LOC105374376	770
LOC105374386	963
LOC105374391	2001
LOC105374392	10443
LINC02484	4263
LINC02505	3563
LOC105374407	1567
LOC105374409	367
LINC02513	500
LINC02278	2264
LOC105374418	2430
SMIM14-DT	11463
LOC105374421	435
PHOX2B-AS1	907
LOC105374426	2119
LOC105374428	2543
LOC105374433	1103
LINC02383	582
LOC105374438	12918
LINC01946	418
RASGRP3-AS1	338
LOC105374455	4090
LOC105374458	1814
LOC105374461	499
LOC105374464	2922
LOC105374466	351
LOC105374468	1188
LOC105374475	511
SLC2A9-AS1	459
LOC105374483	4007
LINC02360	657
LOC105374489	1270
LOC105374505	730
LOC105374510	1322
LOC105374511	2018
LOC105374516	1436
LOC105374524	15400
LOC105374527	442
LOC105374528	1010
LOC105374537	811
LINC02357	1622
STIM2-AS1	1295
LOC105374552	3584
LOC105374556	678
LOC105374557	712
LOC105374558	2738
LINC02472	1432
LINC02501	2217
LOC105374570	3816
LOC105374576	2647
PRKCE-AS1	374
LINC01820	2427
LOC105374591	4547
LOC105374593	3440
LINC01867	712
LOC105374597	2185
LOC105374601	1242
LOC105374616	991
LOC105374618	19469
LINC02162	574
LINC02063	2272
LOC105374629	471
LOC105374630	556
LINC02121	432
LOC105374634	899
SPTBN1-AS1	536
LOC105374642	2459
LOC105374643	536
LINC02142	2772
LOC105374645	750
LOC105374647	2242
LINC02221	2314
DAP-DT	467
LOC105374655	372
LINC02220	270
LOC105374659	1342
LOC105374666	1544
EML6-AS1	601
LINC02241	23763
LINC02146	4809
LOC105374678	1300
LOC105374682	1059
LOC105374685	1704
LOC105374690	1275
LINC02211	6032
LINC02228	6335
LOC105374695	749
LINC02103	2347
LOC105374701	2744
LINC02061	335
LOC105374715	4733
LINC02160	2928
LOC105374724	540
LOC105374727	4351
LINC02117	540
LINC02110	4365
LINC02107	4360
LOC105374732	458
LOC105374735	1071
LOC105374736	1929
LINC01795	2581
LOC105374748	3422
C5orf34-AS1	4787
LOC105374754	9168
LOC105374758	985
LOC105374764	424
LOC105374768	404
LOC105374769	745
LGALSL-DT	1151
LINC01805	572
LOC105374775	627
LOC105374780	8482
LOC105374786	167
LOC105374789	665
LINC01890	5106
LOC105374796	477
LOC105374800	351
LOC105374802	1110
LOC105374804	481
LOC105374807	1154
LOC105374811	3438
LOC105374813	3734
LOC105374822	927
LOC105374823	1302
LOC105374836	779
LOC105374838	3827
CHMP3-AS1	4427
LINC01955	792
LOC105374848	1417
LOC105374852	2635
MALLP2	1123
LOC105374869	2427
LOC105374873	888
LOC105374875	2957
LINC02521	1831
NQO2-AS1	3178
LOC105374894	3989
LINC02533	3110
LOC105374901	506
LOC105374904	690
LOC105374910	3397
LOC105374911	2387
LOC105374912	961
LOC105374913	5993
LOC105374914	13170
LOC105374924	6934
LOC105374928	4562
LOC105374943	803
LOC105374945	5738
LOC105374947	1224
LOC105374951	821
NUP153-AS1	1088
MIR548A1HG	2366
LOC105374959	3911
LOC105374961	381
LOC105374971	5856
LINC02828	2295
LOC105374985	3197
LOC105374988	2884
LOC105374989	2865
LOC105374996	2139
LOC105375001	2199
LINC02829	7814
LOC105375010	3400
HCG20	9810
LINC02570	4790
LINC02571	536
LOC105375021	1145
LOC105375022	594
LOC105375024	2248
LOC105375026	22002
ETV7-AS1	319
LOC105375050	539
LOC105375063	1333
LOC105375065	1628
LOC105375070	480
LOC105375074	2213
RUNX2-AS1	1513
LOC105375082	3435
LOC105375095	1981
LOC105375112	3277
LOC105375113	2631
LOC105375114	1030
LOC105375115	2272
LOC105375118	1836
LOC105375120	1171
LOC105375130	3050
LOC105375131	578
SDK1-AS1	982
LOC105375146	2780
LOC105375148	1496
LOC105375150	775
LOC105375153	5418
LOC105375161	7649
LOC105375166	3743
LOC105375167	3388
LOC105375169	627
LOC105375172	7663
HDAC9-AS1	313
LOC105375180	566
LOC105375181	670
LOC105375207	1406
TAX1BP1-AS1	1190
FKBP14-AS1	3110
LOC105375216	2227
LOC105375217	674
LOC105375220	705
LOC105375222	361
LOC105375224	1079
LOC105375228	860
LOC105375233	1920
YAE1-DT	414
LOC105375253	1238
LOC105375260	552
H2AZ2-DT	469
LOC105375265	239
LOC105375266	769
LOC105375267	2443
LOC105375268	718
LOC105375272	953
LINC02838	923
LOC105375278	1564
GS1-278J22.2	1195
VOPP1-DT	2034
LOC105375291	1385
LOC105375294	24137
